Code site;Adresse;Opérateur;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;Type;Arrondissement;geo_shape;geo_point_2d
T15920;27  rue  ST AMBROISE;BOUYGUES;2001-02-15;;2020-12-04;;;75011;"{""coordinates"": [2.378035972927824, 48.862416729672645], ""type"": ""Point""}";48.862416729672645, 2.378035972927824
T15789;26  avenue  PHILIPPE AUGUSTE;BOUYGUES;2000-01-05;;2021-02-02;;;75011;"{""coordinates"": [2.394499499479272, 48.85103699954976], ""type"": ""Point""}";48.85103699954976, 2.394499499479272
T16728;129  boulevard  DE CHARONNE;BOUYGUES;2015-09-24;;;;;75011;"{""coordinates"": [2.392555499319743, 48.857283000241665], ""type"": ""Point""}";48.857283000241665, 2.392555499319743
T10964;66  rue  DE TOLBIAC;BOUYGUES;1998-02-09;;2021-03-25;;;75013;"{""coordinates"": [2.368003500195927, 48.827385000427405], ""type"": ""Point""}";48.827385000427405, 2.368003500195927
T15179;39  boulevard  DE PORT ROYAL;BOUYGUES;2002-06-17;;2021-04-16;;;75013;"{""coordinates"": [2.345361465425371, 48.83741476051134], ""type"": ""Point""}";48.83741476051134, 2.345361465425371
T10958;156  rue  RAYMOND LOSSERAND;BOUYGUES;1997-11-17;;2021-04-02;;;75014;"{""coordinates"": [2.3113395006062736, 48.83058899999028], ""type"": ""Point""}";48.83058899999028, 2.3113395006062736
T15178;24  rue  DU FAUBOURG ST JACQUES;BOUYGUES;2005-04-11;;;;;75014;"{""coordinates"": [2.3388049750044964, 48.83734276656404], ""type"": ""Point""}";48.83734276656404, 2.3388049750044964
T10948;191  rue  SAINT CHARLES;BOUYGUES;1997-09-15;;2021-06-02;;;75015;"{""coordinates"": [2.2806110677793825, 48.84057682506699], ""type"": ""Point""}";48.84057682506699, 2.2806110677793825
T15812;107  rue  BLOMET;BOUYGUES;2000-12-08;;2021-08-24;;;75015;"{""coordinates"": [2.298558507721174, 48.840272308480465], ""type"": ""Point""}";48.840272308480465, 2.298558507721174
T19462;STADE SUZANNE LENGLET;BOUYGUES;2022-08-31;;2022-07-11;;;75015;"{""coordinates"": [2.2705910466576653, 48.83073483523874], ""type"": ""Point""}";48.83073483523874, 2.2705910466576653
T01551;47 RUE DUTOT;BOUYGUES;2023-04-24;;2023-03-22;;;75015;"{""coordinates"": [2.3092784994992708, 48.83898599974194], ""type"": ""Point""}";48.83898599974194, 2.3092784994992708
T10139;105  boulevard  LEFEBVRE;BOUYGUES;1996-05-31;;;;;75015;"{""coordinates"": [2.296872968668629, 48.829806693313465], ""type"": ""Point""}";48.829806693313465, 2.296872968668629
T15764;7-9  boulevard  FLANDRIN;BOUYGUES;2000-03-23;;2021-03-22;;;75016;"{""coordinates"": [2.2718159996078966, 48.86505899988124], ""type"": ""Point""}";48.86505899988124, 2.2718159996078966
T10119;8  place  DE LA PORTE DE ST CLOUD;BOUYGUES;1997-01-27;;;;;75016;"{""coordinates"": [2.2576914881711203, 48.838428732668966], ""type"": ""Point""}";48.838428732668966, 2.2576914881711203
T10537;5  rue  DE CHAZELLES;BOUYGUES;1996-05-31;;2020-12-07;;;75017;"{""coordinates"": [2.30384591862941, 48.879642813611845], ""type"": ""Point""}";48.879642813611845, 2.30384591862941
T53425;2 ZAC VILLARET DE JOYEUSE;BOUYGUES;2023-09-11;;;;;75017;"{""coordinates"": [2.289680999550247, 48.87711900015314], ""type"": ""Point""}";48.87711900015314, 2.289680999550247
T15727;14  rue  ETEX;BOUYGUES;2003-01-01;;2020-12-09;;;75018;"{""coordinates"": [2.3282955004726107, 48.89065500043396], ""type"": ""Point""}";48.89065500043396, 2.3282955004726107
T10609;44  avenue  JEAN JAURES;BOUYGUES;1996-05-31;;2020-12-10;;;75019;"{""coordinates"": [2.37403799996641, 48.883625999675175], ""type"": ""Point""}";48.883625999675175, 2.37403799996641
T10642;128  rue  DES PYRENEES;BOUYGUES;1996-05-31;;2020-06-04;;;75020;"{""coordinates"": [2.403246285629888, 48.85848058847952], ""type"": ""Point""}";48.85848058847952, 2.403246285629888
T10625;41  rue  PALI  KAO;BOUYGUES;1996-05-31;;2021-05-31;;;75020;"{""coordinates"": [2.3826285001394294, 48.87081900042392], ""type"": ""Point""}";48.87081900042392, 2.3826285001394294
T15852;4  rue  FREDERIC LOLIEE;BOUYGUES;2001-10-26;;2021-06-19;;;75020;"{""coordinates"": [2.406015000619388, 48.849344999615234], ""type"": ""Point""}";48.849344999615234, 2.406015000619388
T15843;62-64  rue  PELLEPORT;BOUYGUES;2000-01-24;;;;;75020;"{""coordinates"": [2.4029785533006707, 48.86660758868129], ""type"": ""Point""}";48.86660758868129, 2.4029785533006707
T19469;15-21 RUE FERNAND LEGER;BOUYGUES;2019-11-15;;;;;75020;"{""coordinates"": [2.3904630000358864, 48.864249000091135], ""type"": ""Point""}";48.864249000091135, 2.3904630000358864
T19349;12 RUE SCHUBERT;BOUYGUES;2023-08-10;;;;;75020;"{""coordinates"": [2.4118200002760144, 48.85238699955338], ""type"": ""Point""}";48.85238699955338, 2.4118200002760144
75104_005_04;15 RUE GEOFFROY L'ASNIER;FREE MOBILE;2013-06-28;2013-12-04;;;3G/4G/5G;75004;"{""coordinates"": [2.3563054875225644, 48.85455075106721], ""type"": ""Point""}";48.85455075106721, 2.3563054875225644
75107_006_11;23 avenue Duquesne;FREE MOBILE;2018-12-24;2018-12-10;;;3G/4G;75007;"{""coordinates"": [2.3090130005656575, 48.85264799987859], ""type"": ""Point""}";48.85264799987859, 2.3090130005656575
75108_073_01;33 rue de Liège;FREE MOBILE;2020-11-04;2020-11-04;2021-03-19;;3G/4G/5G;75008;"{""coordinates"": [2.3258024994668705, 48.879359999560144], ""type"": ""Point""}";48.879359999560144, 2.3258024994668705
75108_053_09;55 rue de Ponthieu;FREE MOBILE;2019-05-31;2019-05-31;2022-01-04;;3G/4G/5G;75008;"{""coordinates"": [2.3056379996351994, 48.87188099992661], ""type"": ""Point""}";48.87188099992661, 2.3056379996351994
75108_010_19;46, rue d'Artois;FREE MOBILE;2020-10-06;2020-10-06;;;3G/4G;75008;"{""coordinates"": [2.305345500313107, 48.874500000440136], ""type"": ""Point""}";48.874500000440136, 2.305345500313107
75108_064_06;27, rue de Lisbonne;FREE MOBILE;2020-11-23;2020-11-09;;;3G/4G;75008;"{""coordinates"": [2.313929103368941, 48.877518794172815], ""type"": ""Point""}";48.877518794172815, 2.313929103368941
75111_026_02;103 RUE DE LA FOLIE MERICOURT;FREE MOBILE;2016-02-19;2016-02-19;;;3G/4G;75011;"{""coordinates"": [2.3683904993692533, 48.868154999913884], ""type"": ""Point""}";48.868154999913884, 2.3683904993692533
75111_062_02;70, avenue de la République 75011 Paris;FREE MOBILE;2020-05-29;2020-05-29;;;3G/4G;75011;"{""coordinates"": [2.3778630002917884, 48.86448299986594], ""type"": ""Point""}";48.86448299986594, 2.3778630002917884
75112_062_01;40 bis rue de la Gare de Reuilly;FREE MOBILE;2023-09-05;2023-09-05;2023-10-11;;3G/4G/5G;75012;"{""coordinates"": [2.3956740005640604, 48.841739999796374], ""type"": ""Point""}";48.841739999796374, 2.3956740005640604
75113_054_01;10 PLACE SYLVIA PINEL;FREE MOBILE;2015-12-04;2015-12-04;2021-03-19;;3G/4G/5G;75013;"{""coordinates"": [2.3619057231377765, 48.83363686067952], ""type"": ""Point""}";48.83363686067952, 2.3619057231377765
75113_020_02;02 RUE VULPIAN;FREE MOBILE;2013-07-24;2013-11-19;;;3G/4G/5G;75013;"{""coordinates"": [2.3467139996108113, 48.83247000008085], ""type"": ""Point""}";48.83247000008085, 2.3467139996108113
75113_018_02;153 AVENUE D Italie;FREE MOBILE;2014-02-11;2014-02-07;;;3G/4G/5G;75013;"{""coordinates"": [2.3594985004660654, 48.81992400012221], ""type"": ""Point""}";48.81992400012221, 2.3594985004660654
75113_091_01;42 Rue Daviel;FREE MOBILE;2023-12-28;2023-12-28;;;3G/4G/5G;75013;"{""coordinates"": [2.343543447308479, 48.82838776167046], ""type"": ""Point""}";48.82838776167046, 2.343543447308479
75114_049_03;7 RUE DES BERGES HENNEQUINES;FREE MOBILE;2019-11-13;2019-11-13;2021-08-31;;3G/4G/5G;75014;"{""coordinates"": [2.3373180002591427, 48.82537799980332], ""type"": ""Point""}";48.82537799980332, 2.3373180002591427
75114_023_01;122 avenue du Général Leclerc;FREE MOBILE;2016-05-23;2016-05-23;;;3G/4G;75014;"{""coordinates"": [2.3255405427189584, 48.82486433511997], ""type"": ""Point""}";48.82486433511997, 2.3255405427189584
75115_075_01;28, Rue du docteur Finlay;FREE MOBILE;2018-12-21;2018-12-24;;;3G/4G/5G;75015;"{""coordinates"": [2.2891950000930037, 48.85186499968616], ""type"": ""Point""}";48.85186499968616, 2.2891950000930037
75116_023_03;50 RUE COPERNIC;FREE MOBILE;2014-08-12;2014-09-12;;;3G/4G;75016;"{""coordinates"": [2.2865174997265947, 48.86958599988143], ""type"": ""Point""}";48.86958599988143, 2.2865174997265947
75116_091_02;16 rue Leconte de lisle;FREE MOBILE;2018-08-21;2018-08-20;;;3G/4G/5G;75016;"{""coordinates"": [2.2680349897032204, 48.84856127849016], ""type"": ""Point""}";48.84856127849016, 2.2680349897032204
75116_101_01;62 boulevard Exelmans;FREE MOBILE;2018-03-28;2018-03-28;;;3G/4G;75016;"{""coordinates"": [2.2619385003975947, 48.84247800016991], ""type"": ""Point""}";48.84247800016991, 2.2619385003975947
75116_107_01;129 rue de la pompe;FREE MOBILE;2019-02-28;2019-06-07;;;3G/4G/5G;75016;"{""coordinates"": [2.2799721277559786, 48.86629582802958], ""type"": ""Point""}";48.86629582802958, 2.2799721277559786
75117_066_12;78, avenue de Villiers 75017 Paris;FREE MOBILE;2021-02-03;2021-02-03;2021-03-19;;3G/4G/5G;75017;"{""coordinates"": [2.30372100044749, 48.884192999707416], ""type"": ""Point""}";48.884192999707416, 2.30372100044749
75117_080_01;48-50 boulevard des Batignolles;FREE MOBILE;2020-10-09;2020-10-09;2021-06-14;;3G/4G/5G;75017;"{""coordinates"": [2.3221834117975284, 48.8826893315083], ""type"": ""Point""}";48.8826893315083, 2.3221834117975284
75117_025_05;10 RUE GALVANI;FREE MOBILE;2015-09-30;2015-09-30;2023-06-01;;3G/4G/5G;75017;"{""coordinates"": [2.2915979997590736, 48.88398600027137], ""type"": ""Point""}";48.88398600027137, 2.2915979997590736
75117_022_06;9, Rue Jean Moréas;FREE MOBILE;2019-09-30;2019-09-30;2023-11-02;;3G/4G;75017;"{""coordinates"": [2.2916419017806238, 48.887189301008185], ""type"": ""Point""}";48.887189301008185, 2.2916419017806238
75118_064_11;51 rue caulaincourt;FREE MOBILE;2019-04-23;2019-04-23;;;3G/4G;75018;"{""coordinates"": [2.334640499351526, 48.88929599966731], ""type"": ""Point""}";48.88929599966731, 2.334640499351526
75119_072_01;26 avenue du Dr Gley;FREE MOBILE;2021-06-03;2021-06-03;2021-06-29;;3G/4G/5G;75020;"{""coordinates"": [2.4110369997134744, 48.87689400006738], ""type"": ""Point""}";48.87689400006738, 2.4110369997134744
00011655U5;164 rue du Temple;Orange;2020-09-22;2020-09-22;2023-05-23;;;75003;"{""coordinates"": [2.3613614999631474, 48.86615700021832], ""type"": ""Point""}";48.86615700021832, 2.3613614999631474
00000455U7;37, rue du cherche midi;Orange;2013-01-09;2013-03-29;2023-04-28;;;75006;"{""coordinates"": [2.3268105005406547, 48.84966899962646], ""type"": ""Point""}";48.84966899962646, 2.3268105005406547
00000070U7;38, rue galilée;Orange;2012-12-17;2013-04-18;2019-11-04;;;75008;"{""coordinates"": [2.296267941011305, 48.869882305889526], ""type"": ""Point""}";48.869882305889526, 2.296267941011305
00000026U8;64 Boulevard Magenta;Orange;2011-04-21;2013-12-27;;;;75010;"{""coordinates"": [2.358343069523316, 48.874158632875066], ""type"": ""Point""}";48.874158632875066, 2.358343069523316
00000072U8;121/123, av ledru rollin;Orange;2012-12-31;2013-09-05;2020-11-06;;;75011;"{""coordinates"": [2.377714593838693, 48.85419349803804], ""type"": ""Point""}";48.85419349803804, 2.377714593838693
00000095U8;qu de bercy;Orange;2013-01-09;2019-02-01;2021-12-21;;;75012;"{""coordinates"": [2.3785738639177927, 48.83643134048734], ""type"": ""Point""}";48.83643134048734, 2.3785738639177927
00019852U5;11 rue de Lyon;Orange;2012-02-14;2013-07-25;2022-06-30;;;75012;"{""coordinates"": [2.371619552691354, 48.846848264680744], ""type"": ""Point""}";48.846848264680744, 2.371619552691354
00000083U8;220, rue du fg st antoine;Orange;2014-08-27;2020-12-17;;;;75012;"{""coordinates"": [2.387498515078966, 48.84955260450841], ""type"": ""Point""}";48.84955260450841, 2.387498515078966
00000007U7;130, boulevard de l'hôpital;Orange;2012-05-25;2013-06-27;;;;75013;"{""coordinates"": [2.3572439994726575, 48.83427899956463], ""type"": ""Point""}";48.83427899956463, 2.3572439994726575
00000028U7;46/48, av jean moulin;Orange;2015-09-18;2015-07-30;2021-02-23;;;75014;"{""coordinates"": [2.3226287096948885, 48.82608066846219], ""type"": ""Point""}";48.82608066846219, 2.3226287096948885
00000471U7;14, rue de gergovie;Orange;2011-03-21;2013-02-22;2021-02-26;;;75014;"{""coordinates"": [2.3137560000254718, 48.83420699968979], ""type"": ""Point""}";48.83420699968979, 2.3137560000254718
00000065U7;55, rue du montparnasse;Orange;2012-02-03;2013-04-10;2021-04-16;;;75014;"{""coordinates"": [2.3255315037524076, 48.8420543345732], ""type"": ""Point""}";48.8420543345732, 2.3255315037524076
00025083U3;27 Rue Faubourg St Jacques;Orange;2021-03-16;2021-03-16;2023-06-19;;;75014;"{""coordinates"": [2.3385670257047813, 48.83749723323993], ""type"": ""Point""}";48.83749723323993, 2.3385670257047813
00000081U7;44/46, bd de grenelle;Orange;2012-11-28;2013-08-29;2022-08-23;;;75015;"{""coordinates"": [2.2912009821161634, 48.851567301063355], ""type"": ""Point""}";48.851567301063355, 2.2912009821161634
00000046U7;92, qu louis bleriot;Orange;2011-01-07;2013-06-21;2022-05-24;;;75016;"{""coordinates"": [2.27258541624512, 48.84529260171162], ""type"": ""Point""}";48.84529260171162, 2.27258541624512
00034772U5;6 Place du Général Catroux;Orange;2021-06-30;2021-06-30;2021-12-24;;;75017;"{""coordinates"": [2.3117894998049926, 48.88212299981523], ""type"": ""Point""}";48.88212299981523, 2.3117894998049926
00000013U8;2, pl marcel aymé;Orange;2012-06-15;2014-08-27;;;;75018;"{""coordinates"": [2.337998600323608, 48.887667653318374], ""type"": ""Point""}";48.887667653318374, 2.337998600323608
00032246U5;13/15 Avenue de Flandres;Orange;2017-06-01;2017-06-01;2021-07-09;;;75019;"{""coordinates"": [2.3693624998429907, 48.885047999757575], ""type"": ""Point""}";48.885047999757575, 2.3693624998429907
00000135U8;55, av jean jaurès;Orange;2012-02-10;2013-11-27;2023-12-26;;;75019;"{""coordinates"": [2.375842499611047, 48.884418000123624], ""type"": ""Point""}";48.884418000123624, 2.375842499611047
00025176U5;21 Rue Villiers de l'Isle Adam;Orange;2015-03-11;2015-02-25;2022-11-17;;;75020;"{""coordinates"": [2.3946280430118363, 48.866270286632364], ""type"": ""Point""}";48.866270286632364, 2.3946280430118363
00034901U5;42 B Quai de la Marne;Orange;;2023-12-28;2023-12-28;;;75019;"{""coordinates"": [2.385107999708998, 48.89079000007013], ""type"": ""Point""}";48.89079000007013, 2.385107999708998
750005;13  PLACE DE LA BOURSE;SFR;;;2021-03-19;;2G+3G+4G+5G;75002;"{""coordinates"": [2.3403094423478836, 48.86873934973288], ""type"": ""Point""}";48.86873934973288, 2.3403094423478836
750036;270  RUE SAINT JACQUES;SFR;;;2021-03-19;;2G+3G+4G+5G;75005;"{""coordinates"": [2.3409980033305624, 48.84201834980589], ""type"": ""Point""}";48.84201834980589, 2.3409980033305624
757452;6 rue Jean CALVIN;SFR;;;2022-12-27;;2G+3G+4G+5G;75005;"{""coordinates"": [2.3489520239573913, 48.84175252702568], ""type"": ""Point""}";48.84175252702568, 2.3489520239573913
751146;27  RUE DE LISBONNE;SFR;;;2021-09-13;;2G+3G+4G+5G;75008;"{""coordinates"": [2.3139270514706918, 48.87767455850897], ""type"": ""Point""}";48.87767455850897, 2.3139270514706918
751163;6  RUE LAFERRIERE;SFR;;;2021-06-23;;2G+3G+4G+5G;75009;"{""coordinates"": [2.338407000620657, 48.87844199990879], ""type"": ""Point""}";48.87844199990879, 2.338407000620657
7510051974;49 RUE DE LA GRANGE AUX BELLES;SFR;;;2022-12-27;;2G+3G+4G+5G;75010;"{""coordinates"": [2.3685704999092847, 48.876452999876726], ""type"": ""Point""}";48.876452999876726, 2.3685704999092847
750304;75 B AVENUE PARMENTIER;SFR;;;2021-11-03;;2G+3G+4G+5G;75011;"{""coordinates"": [2.3749289996986365, 48.864491999748296], ""type"": ""Point""}";48.864491999748296, 2.3749289996986365
751287;4  RUE ERNEST LAVISSE;SFR;;;2021-07-30;;2G+3G+4G+5G;75012;"{""coordinates"": [2.410128000622521, 48.84163199985631], ""type"": ""Point""}";48.84163199985631, 2.410128000622521
751338;6  RUE GANDON;SFR;;;2022-12-30;;2G+3G+4G+;75013;"{""coordinates"": [2.360551499614237, 48.82215600009029], ""type"": ""Point""}";48.82215600009029, 2.360551499614237
7510051980;6 AVENUE JOSEPH BEDIER;SFR;;;2023-08-03;;+3G+4G+5G;75013;"{""coordinates"": [2.372431499798343, 48.82075200021268], ""type"": ""Point""}";48.82075200021268, 2.372431499798343
750287;67  AVENUE DU MAINE;SFR;;;2021-07-16;;2G+3G+4G+5G;75014;"{""coordinates"": [2.322477000136344, 48.839256000363235], ""type"": ""Point""}";48.839256000363235, 2.322477000136344
753539;76  RUE DIDOT;SFR;;;2021-10-13;;2G+3G+4G+5G;75014;"{""coordinates"": [2.3166945000276353, 48.82901399987688], ""type"": ""Point""}";48.82901399987688, 2.3166945000276353
752813;82  RUE BLOMET;SFR;;;2022-11-08;;2G+3G+4G+5G;75015;"{""coordinates"": [2.3018750044354084, 48.8415233116406], ""type"": ""Point""}";48.8415233116406, 2.3018750044354084
7510058055;12 Rue Cépré;SFR;;;2023-11-15;;+3G+4G+5G;75015;"{""coordinates"": [2.3039100002235022, 48.84657299959174], ""type"": ""Point""}";48.84657299959174, 2.3039100002235022
7510059563;RUE Suzanne Lenglen;SFR;;;2023-07-18;;+3G+4G+5G;75016;"{""coordinates"": [2.2484486812373303, 48.84716722085526], ""type"": ""Point""}";48.84716722085526, 2.2484486812373303
750786;Route de Suresnes;SFR;;;;;+3G++;75016;"{""coordinates"": [2.255245767762519, 48.867333851232445], ""type"": ""Point""}";48.867333851232445, 2.255245767762519
750087;6  RUE DES PORTES BLANCHES;SFR;;;2021-03-19;;2G+3G+4G+;75018;"{""coordinates"": [2.3507718904658024, 48.89169835955211], ""type"": ""Point""}";48.89169835955211, 2.3507718904658024
7510000032;46 rue labat;SFR;;;2023-12-20;;+3G+4G+5G;75018;"{""coordinates"": [2.3476816282034414, 48.889131524674994], ""type"": ""Point""}";48.889131524674994, 2.3476816282034414
750033;10  RUE BOTHA;SFR;;;2021-03-19;;2G+3G+4G+5G;75020;"{""coordinates"": [2.387182500041396, 48.87130500035789], ""type"": ""Point""}";48.87130500035789, 2.387182500041396
T15148;41  avenue  FOCH;BOUYGUES;2005-12-16;;;;;75016;"{""coordinates"": [2.2845291445517937, 48.87203182211976], ""type"": ""Point""}";48.87203182211976, 2.2845291445517937
T18375;228 RUE DE RIVOLI;BOUYGUES;2019-06-28;;;;;75001;"{""coordinates"": [2.3281020000216035, 48.86519399983], ""type"": ""Point""}";48.86519399983, 2.3281020000216035
T10574;20  rue  DE L'ECOLE POLYTECHNIQUE;BOUYGUES;1996-05-31;;2021-03-12;;;75005;"{""coordinates"": [2.3473529997271902, 48.848039999803916], ""type"": ""Point""}";48.848039999803916, 2.3473529997271902
T10589;4  place  JUSSIEU;BOUYGUES;1996-05-31;;2022-02-15;;;75005;"{""coordinates"": [2.354920028878501, 48.846425248893404], ""type"": ""Point""}";48.846425248893404, 2.354920028878501
T10995;1  rue  DES FOSSÉS SAINT BERNARD;BOUYGUES;1999-12-09;;2021-10-28;;;75005;"{""coordinates"": [2.356331513230004, 48.849174634613924], ""type"": ""Point""}";48.849174634613924, 2.356331513230004
T15007;36   rue  DES BERNARDINS;BOUYGUES;2011-03-11;;2022-12-14;;;75005;"{""coordinates"": [2.35003499980561, 48.84933599968975], ""type"": ""Point""}";48.84933599968975, 2.35003499980561
T10529;92-96  rue  D'ASSAS;BOUYGUES;2000-01-25;;2021-06-19;;;75006;"{""coordinates"": [2.3337900002265712, 48.84329699995509], ""type"": ""Point""}";48.84329699995509, 2.3337900002265712
T15129;12  rue  DE MARIGNAN;BOUYGUES;2004-08-20;;2021-12-20;;;75008;"{""coordinates"": [2.306593057068097, 48.86851568420364], ""type"": ""Point""}";48.86851568420364, 2.306593057068097
T35910;197 RUE LAFAYETTE;BOUYGUES;2019-06-28;;2022-06-16;;;75010;"{""coordinates"": [2.3627250005817726, 48.88090800033815], ""type"": ""Point""}";48.88090800033815, 2.3627250005817726
T96749;59 RUE BICHAT;BOUYGUES;2022-12-09;;2022-09-27;;;75010;"{""coordinates"": [2.3656364997161345, 48.87318600033249], ""type"": ""Point""}";48.87318600033249, 2.3656364997161345
T19495;12 RUE  DE ROCROY;BOUYGUES;2021-12-29;;;;;75010;"{""coordinates"": [2.35095299956975, 48.87968399994789], ""type"": ""Point""}";48.87968399994789, 2.35095299956975
T10668;118  rue  LAFAYETTE;BOUYGUES;2000-08-03;;;;;75010;"{""coordinates"": [2.352289500501831, 48.8779649999392], ""type"": ""Point""}";48.8779649999392, 2.352289500501831
T10028;7  rue  ELIE FAURE;BOUYGUES;1998-01-23;;2020-11-13;;;75012;"{""coordinates"": [2.415577499970737, 48.84583499971421], ""type"": ""Point""}";48.84583499971421, 2.415577499970737
